0,0.0,-RRB[N]
1,6.667111140742716E-5,-rrb[N]
2,1.3334222281485432E-4,/italics[J]
1,6.667111140742716E-5,/italics[V]
1,6.667111140742716E-5,a-clock[N]
0,0.0,aback[R]
2,1.3334222281485432E-4,abandon[V]
0,0.0,abandonment[N]
0,0.0,abbandonata[N]
4,2.6668444562970864E-4,abbe[N]
5,3.333555570371358E-4,abbey[N]
0,0.0,abbisso[N]
1,6.667111140742716E-5,abdella[N]
0,0.0,abdicate[V]
1,6.667111140742716E-5,abelard[V]
0,0.0,abeyance[N]
1,6.667111140742716E-5,abhorrence[N]
0,0.0,abhorrent[J]
1,6.667111140742716E-5,abide[V]
0,0.0,abiding-place[N]
1,6.667111140742716E-5,ability[N]
0,0.0,able-bodied[J]
21,0.0014000933395559704,able[J]
0,0.0,ably[R]
1,6.667111140742716E-5,abnormal[J]
0,0.0,abode[N]
1,6.667111140742716E-5,abominable[J]
1,6.667111140742716E-5,abomination[N]
2,1.3334222281485432E-4,abound[V]
0,0.0,above-named[J]
2,1.3334222281485432E-4,abraham[N]
2,1.3334222281485432E-4,abridged[J]
5,3.333555570371358E-4,abroad[R]
0,0.0,abruptly[R]
0,0.0,abruzzo[N]
0,0.0,absence[N]
1,6.667111140742716E-5,absent[J]
1,6.667111140742716E-5,absolute[J]
6,4.00026668444563E-4,absolutely[R]
5,3.333555570371358E-4,absorb[V]
1,6.667111140742716E-5,absorption[N]
0,0.0,abstain[V]
2,1.3334222281485432E-4,abstract[J]
2,1.3334222281485432E-4,abstruse[J]
1,6.667111140742716E-5,abstruser[N]
5,3.333555570371358E-4,absurd[J]
2,1.3334222281485432E-4,absurdity[N]
1,6.667111140742716E-5,absurdly[R]
0,0.0,abudah[N]
0,0.0,abundance[N]
1,6.667111140742716E-5,abundant[J]
4,2.6668444562970864E-4,abuse[N]
1,6.667111140742716E-5,abuse[V]
1,6.667111140742716E-5,abused[J]
0,0.0,abusive[J]
0,0.0,abydo[N]
0,0.0,abyss[N]
1,6.667111140742716E-5,abyssinia[N]
1,6.667111140742716E-5,academic[J]
0,0.0,academie[N]
0,0.0,academy[N]
0,0.0,accede[V]
1,6.667111140742716E-5,accent[N]
2,1.3334222281485432E-4,accept[V]
2,1.3334222281485432E-4,acceptable[J]
0,0.0,acceptance[N]
0,0.0,acceptation[N]
1,6.667111140742716E-5,access[N]
0,0.0,accessible[J]
1,6.667111140742716E-5,accession[N]
3,2.000133342222815E-4,accident[N]
0,0.0,accidental[J]
2,1.3334222281485432E-4,accidentally[R]
0,0.0,accidently[R]
0,0.0,acclaimed[J]
0,0.0,accom[N]
0,0.0,accommodate[V]
1,6.667111140742716E-5,accommodation[N]
0,0.0,accompaniment[N]
0,0.0,accompanist[N]
5,3.333555570371358E-4,accompany[V]
1,6.667111140742716E-5,accomplish[V]
0,0.0,accomplished[J]
2,1.3334222281485432E-4,accomplishment[N]
1,6.667111140742716E-5,accord[N]
3,2.000133342222815E-4,accord[V]
1,6.667111140742716E-5,accordance[N]
2,1.3334222281485432E-4,accordingly[R]
0,0.0,accost[V]
41,0.0027335155677045138,account[N]
2,1.3334222281485432E-4,account[V]
0,0.0,accoutred[J]
0,0.0,accredit[V]
0,0.0,accumulate[V]
0,0.0,accuracy[N]
1,6.667111140742716E-5,accurate[J]
0,0.0,accurately[R]
0,0.0,accuse[V]
0,0.0,accusingly[R]
1,6.667111140742716E-5,accustom[V]
0,0.0,accustomed[J]
1,6.667111140742716E-5,achan[N]
0,0.0,achate[N]
0,0.0,ache[N]
0,0.0,ache[V]
0,0.0,achenbach[N]
0,0.0,achieve[V]
0,0.0,achievement[N]
0,0.0,achille[N]
1,6.667111140742716E-5,acidly[R]
0,0.0,acis[N]
4,2.6668444562970864E-4,acknowledge[V]
0,0.0,acknowledged[J]
2,1.3334222281485432E-4,acknowledgement[N]
0,0.0,acknowledgment[N]
7,4.6669777985199013E-4,acquaint[V]
8,5.333688912594173E-4,acquaintance[N]
1,6.667111140742716E-5,acquiesce[N]
5,3.333555570371358E-4,acquire[V]
0,0.0,acquirement[N]
0,0.0,acquisition[N]
1,6.667111140742716E-5,acquit[V]
1,6.667111140742716E-5,acre[N]
0,0.0,acrimonious[J]
0,0.0,acrobat[N]
1,6.667111140742716E-5,acrogen[N]
4,2.6668444562970864E-4,across[I]
0,0.0,acting[N]
2,1.3334222281485432E-4,action[N]
1,6.667111140742716E-5,activate[V]
2,1.3334222281485432E-4,active[J]
0,0.0,activity[N]
2,1.3334222281485432E-4,actor[N]
0,0.0,actress[N]
1,6.667111140742716E-5,actual[J]
1,6.667111140742716E-5,actually[R]
0,0.0,actuate[V]
0,0.0,acumen[N]
2,1.3334222281485432E-4,acute[J]
0,0.0,adagio[N]
1,6.667111140742716E-5,adam[F]
6,4.00026668444563E-4,adam[N]
2,1.3334222281485432E-4,adapt[V]
0,0.0,adaptation[N]
1,6.667111140742716E-5,addendum[N]
1,6.667111140742716E-5,addington[J]
0,0.0,addio[F]
3,2.000133342222815E-4,addison[N]
5,3.333555570371358E-4,addition[N]
0,0.0,additional[J]
8,5.333688912594173E-4,address[N]
3,2.000133342222815E-4,address[V]
1,6.667111140742716E-5,adelaide[N]
0,0.0,adelia[N]
0,0.0,adelina[N]
1,6.667111140742716E-5,adeline[N]
0,0.0,adelmorn[J]
0,0.0,ademira[N]
0,0.0,adept[J]
0,0.0,adequate[J]
1,6.667111140742716E-5,adequately[R]
0,0.0,adhere[V]
0,0.0,adherent[N]
1,6.667111140742716E-5,adhering[J]
0,0.0,adieux[N]
0,0.0,adina[N]
0,0.0,adjective[N]
2,1.3334222281485432E-4,adjoining[J]
0,0.0,adjourn[V]
0,0.0,adjunct[N]
0,0.0,adjutant-genera[N]
0,0.0,adjutant[J]
0,0.0,admikal[J]
1,6.667111140742716E-5,administer[V]
1,6.667111140742716E-5,administr[V]
0,0.0,administration[N]
9,6.000400026668444E-4,admirable[J]
2,1.3334222281485432E-4,admirably[R]
1,6.667111140742716E-5,admiral[J]
0,0.0,admiral[N]
1,6.667111140742716E-5,admiralty[N]
6,4.00026668444563E-4,admiration[N]
2,1.3334222281485432E-4,admire[F]
1,6.667111140742716E-5,admire[N]
16,0.0010667377825188346,admire[V]
6,4.00026668444563E-4,admirer[N]
2,1.3334222281485432E-4,admission[N]
6,4.00026668444563E-4,admit[V]
