1wi4en60j1b1r1l1dogxgkxfxy,https://archive.org/download/autobiographyand002432mbp/autobiographyand002432mbp_djvu.txt,35.0,13259:14065,5,"6  LIFE  AND  CORRESPONDENCE 

introduced  to  my  uncle  Stanley  by  Mr.  Heidegger,  tlie 
famous  manager  of  the  opera,  and  the  most  ugly  man 
that  ever  was  formed.1    We  had  no  better  instrument 
in  the  house  than  a  little  spinnet  of  mine,  on  whiclr 
that  great  musician  performed  wonders. 1  was  mucl 
struck  with  his   playing,  but  struck  as  a  child,  not  ^ 
judge,  for  the  moment  he  was  gone,  I  seated  myse! to   my  instrument,   and  played  the  best  lesson  I  had 
then  learnt ;  my  uncle  archly  asked  me  whether  I  thought 
I  should  ever  play  as  well  as  Mr.  Handel.      ' If  I  did 
not  think  I  should/  cried  I,  '  I  would  burn  my  instru- 
ment!' such  was  the  innocent  presumption  of  childish 
ignorance."
1wi4en60j1b1r1l1dogxgkxfxy,https://archive.org/download/autobiographyand002432mbp/autobiographyand002432mbp_djvu.txt,35.0,175769:176230,1,"1  told  you  in  ono  of  my  first  letters  that 
she  was  very  handsome  and  gay ;  she  loved  admiration — 
a  most  dangerous  disposition  in  an  agreeable  woman,  and 
proved  a  most  ruinous  one  to  Lady  Lansdown. The 
libertine  manners  of  France  accomplished  what  her  own 

1  Lady  Lansdowne. VOL. T.  G 


82  LIFE  AND  CORIlKSiWBENOK 

nature  was  too  prone  to. No  woman  could  less  justify  her- 
self than  she  could."
1wi4en60j1b1r1l1dogxgkxfxy,https://archive.org/download/autobiographyand002432mbp/autobiographyand002432mbp_djvu.txt,35.0,216953:217960,2,"I  was  interrupted  by  Lady  Peyton 2  and  her  daughters, 


and  he  assisted  Gay  to  select  the  national  airs  in  The  Beggars'  Opera,  to 
which  he  composed  basses  ;  he  wrote  also  an  overture  to  the  opera. Ilogartlfs 
Musical  History. 1  Mrs.  Baa-bier  is  mentioned  by  Schoelcher  as  having  sung  in  1713,  in  the 
opera  of  ""  Rinaldo."" Aaron  Hill  wrote  the  libretto  of  this  opera,  and  Rossi 
translated  it  into  Italian. 2  Anne,  daughter  of  George  Dashwood,  Esq.,  and  wife  of  Sir  Tewster 
Peyton,  of  Duddington,  Cambridgeshire,  Bart, 


OF  MRS.  DELAKY,  103 

who  called  on  me  to  go  to  hear  the  musical  clock,  and 
would  take  no  denyal ;  it  is  a  new  one  the  man  has  just 
finished,  and  a  complete  piece  of  ingenuity  as  ever  I  saw  ; 
it  plays  twenty-four  tunes  with  as  much  exactness  as  it 
is  possible  for  them  to  be  played  in  concert,  the  price  of 
it  is  five  hundred  pound."
1wi4en60j1b1r1l1dogxgkxfxy,https://archive.org/download/autobiographyand002432mbp/autobiographyand002432mbp_djvu.txt,35.0,314114:314662,2,"DELASY. 149 

formed  the  musick  in  honour  of  St.  Cecilia  at  the  Crown 
Tavern. Dubourg  was  the  first  fiddle,  and  every- 
body says  he  exceeds  all  the  Italians,  even  his  master 
(reminiani. Senesino,  Cuzzoni  and  Faustina  sung  there 
some  of  the  best  songs  out  of  several  operas,  and  the 
whole  performance  was  far  beyond  any  opera. I  was 
very  unlucky  in  not  speaking  to  Dubourg  about  it,  for 
he  told  me  this  morning  he  could  have  got  me  in  with 
all  the  ease  in  the  world."
1wi4en60j1b1r1l1dogxgkxfxy,https://archive.org/download/autobiographyand002432mbp/autobiographyand002432mbp_djvu.txt,35.0,342491:343060,2,"VOL,  I.  M 


162  LIFE  AND  COBBESPOKDENCE 

Sir  Robert  Walpole  and  Mr.  Pulteney  are  very  »hot 
every  day  about  the  debts  of  the  nation,  and  nobody 
understands  them  but  themselves. I  shall  go  to  the 
opera  to-night  I  believe. I  have  sent  to  Lady  Sunderland 
to  know  if  she  has  any  room  in  her  box. To-morrow 
morning  an  opera  is  to  be  rehearsed ;  I  have  not  heard 
of  the  fame  of  it,  its  name  nor  author. The  last  is  a 
charming  piece  of  musick,  but  quite  neglected  for  the 
Beggars'  Opera."
1wi4en60j1b1r1l1dogxgkxfxy,https://archive.org/download/autobiographyand002432mbp/autobiographyand002432mbp_djvu.txt,35.0,388749:389869,2,"Bernacchi,  who  is  esteemed  the  best  singer  in  Italy ; 
Signora  Merighi,  a  woman  of  a  very  fine  presence,  an  excellent  actress,  and  a 
very  good  singer,  with  a  counter-tenor  voice ;  Signora  Strada,  who  hath  a  very 
fine  treble  voice,  a  person  of  singular  merit ;  Sig. Annibale  Pio  tfabri,  a  most 
excellent  tenor  and  a  fine  voice  ;  his  wife,  performs  a  man's  part  exceedingly 
well ;  Signora  Bertoldi,  who  is  a  very  fine  treble  voice,  &amp;c.""  Schcelcher  says 
Signora  Bertoldi  was  a  contralto,  and  that  her  right  name  was  Bertolii. OF  MRS.  DELANY. 185 

a  woman  about  forty,  she  sings  easily  and  agreeably. Tlie  last  is  Bertoli,  she  has  neither  voice,  ear,  nor 
manner  to  recommend  her ;  but  she  is  a  perfect  beauty, 
quite  a  Cleopatra,  that  sort  of  complexion  with  regular 
features,  fine  teeth,  and  when  she  sings  has  a  smile  about 
her  mouth  which  is  extreme  pretty,  and  I  believe  has 
practised  to  sing  before  a  glass,  for  she  has  never  any 
distortion  in  her  face."
1wi4en60j1b1r1l1dogxgkxfxy,https://archive.org/download/autobiographyand002432mbp/autobiographyand002432mbp_djvu.txt,35.0,480091:480842,2,"Yesterday  I  went  with  Mrs.  Percival  and  Miss  Donel- 
lan  to  the  Crown  in  the  Strand,  to  hear  some  music  of 
Dr.  Blow's1  and  Purcell's. I  was  very  well  pleased  with 
the  solemnity  of  it :  it  is  performed  by  the  gentlemen  of 
the  club — the  vocal  part  by  the  King's  choir. Saturday  Morning,  6  Dec. 1729. I  think  I  have  not  said  one  word  of  the  opera  yet,  and 
that  is  an  unpardonable  omission  ;  but  when  you  know 
the  salutation  I  had  upon  my  entrance  into  the  Opera- 

1  John  Blow,  M.  D.,  is  mentioned  in  Dr.  Burney's  History  of  Music  as  the 
instructor  of  several  of  the  most  distinguished  musicians  of  Ins  time,  and 
among  them  of  Purcoll."
1wi4en60j1b1r1l1dogxgkxfxy,https://archive.org/download/autobiographyand002432mbp/autobiographyand002432mbp_djvu.txt,35.0,486936:487150,2,"The  following  lines  are  a  specimen  of  the 
epilogue : — 

""  Author. Rules, 

Like  clocks  and  watches,  were  all  made  for  fools. Critic. Pray,  sir,  which  is  the  hero  of  your  play  ? Author."
1wi4en60j1b1r1l1dogxgkxfxy,https://archive.org/download/autobiographyand002432mbp/autobiographyand002432mbp_djvu.txt,35.0,487152:487278,2,"Hero ! why  they  are  all  heroes  in  their  way. Critic. But  here's  no  plot,  or  none  that's  understood ! Author."
1wi4en60j1b1r1l1dogxgkxfxy,https://archive.org/download/autobiographyand002432mbp/autobiographyand002432mbp_djvu.txt,35.0,487280:487410,2,"Here's  a  rebellion,  though,  and  that's  as  good. Critic. No  spirit  or  genius  in't. Author. Why,  didst  not  hear  ?"
