http://dbpedia.org/resource/Traffic_light,6
http://dbpedia.org/resource/Superlative,1
http://dbpedia.org/resource/Damping,1
http://dbpedia.org/resource/Paint,1
http://dbpedia.org/resource/Adam_and_Eve,1
http://dbpedia.org/resource/Rot-proof,1
http://dbpedia.org/resource/Business,20
http://dbpedia.org/resource/Addition,27
http://dbpedia.org/resource/Catholic_Party_(Belgium),1
http://dbpedia.org/resource/Variety_(botany),10
http://dbpedia.org/resource/Embryo,1
http://dbpedia.org/resource/Apparent_magnitude,25
http://dbpedia.org/resource/HMS_Implacable_(1805),2
http://dbpedia.org/resource/Alice_(Alice's_Adventures_in_Wonderland),3
http://dbpedia.org/resource/Falsetto,2
http://dbpedia.org/resource/Affect_(psychology),2
http://dbpedia.org/resource/Ce_soir,1
http://dbpedia.org/resource/Whatever_(Oasis_song),11
http://dbpedia.org/resource/Highland_Clearances,1
http://dbpedia.org/resource/Crystal_habit,1
http://dbpedia.org/resource/Diffusion,2
http://dbpedia.org/resource/Chanter,2
http://dbpedia.org/resource/Lent,5
http://dbpedia.org/resource/Squall,4
http://dbpedia.org/resource/Dispatch_(logistics),1
http://dbpedia.org/resource/Mantle_(mollusc),3
http://dbpedia.org/resource/Breathy_voice,1
http://dbpedia.org/resource/Banners_of_Inner_Mongolia,1
http://dbpedia.org/resource/Gene_silencing,1
http://dbpedia.org/resource/Arson,1
http://dbpedia.org/resource/Myst,25
http://dbpedia.org/resource/Imagine_(AD&D_magazine),1
http://dbpedia.org/resource/Rely_(brand),1
http://dbpedia.org/resource/Land_grant,5
http://dbpedia.org/resource/Liqueur,4
http://dbpedia.org/resource/Circle,14
http://dbpedia.org/resource/Fame_(musical),3
http://dbpedia.org/resource/Convention_(meeting),2
http://dbpedia.org/resource/Shade_(mythology),1
http://dbpedia.org/resource/Bible,1
http://dbpedia.org/resource/Courage,15
http://dbpedia.org/resource/River_Nar,1
http://dbpedia.org/resource/Holiday,1
http://dbpedia.org/resource/Broadcasting,28
http://dbpedia.org/resource/Voting,2
http://dbpedia.org/resource/Costa_Crociere,18
http://dbpedia.org/resource/Bassi,_India,1
http://dbpedia.org/resource/Postage_stamp,3
http://dbpedia.org/resource/Karl_Nesselrode,2
http://dbpedia.org/resource/Lisbon,9
http://dbpedia.org/resource/Reign,6
http://dbpedia.org/resource/Metre_(poetry),1
http://dbpedia.org/resource/Distortion_(music),1
http://dbpedia.org/resource/Cobalt,2
http://dbpedia.org/resource/Nay,_Pyrénées-Atlantiques,3
http://dbpedia.org/resource/Vexations,3
http://dbpedia.org/resource/Passport,4
http://dbpedia.org/resource/Sans-serif,2
http://dbpedia.org/resource/Death_in_June,19
http://dbpedia.org/resource/Rapid_deepening,4
http://dbpedia.org/resource/Report,9
http://dbpedia.org/resource/Reflections_(Manos_Hatzidakis_album),1
http://dbpedia.org/resource/Tarot,1
http://dbpedia.org/resource/Mole_(unit),1
http://dbpedia.org/resource/Void_(law),3
http://dbpedia.org/resource/Selenium,2
http://dbpedia.org/resource/Heart_murmur,3
http://dbpedia.org/resource/Inamorata,1
http://dbpedia.org/resource/International_Mineralogical_Association,1
http://dbpedia.org/resource/Parian_ware,1
http://dbpedia.org/resource/List_of_One_Life_to_Live_characters_(1990s),4
http://dbpedia.org/resource/Shrinkage_(fabric),2
http://dbpedia.org/resource/President_of_France,2
http://dbpedia.org/resource/Marie_Louise,_Duchess_of_Parma,1
http://dbpedia.org/resource/Uncertainty,12
http://dbpedia.org/resource/Software_release_life_cycle,4
http://dbpedia.org/resource/Literary_criticism,4
http://dbpedia.org/resource/Persona_(psychology),1
http://dbpedia.org/resource/Order_(biology),61
http://dbpedia.org/resource/Busy_season,1
http://dbpedia.org/resource/Seasickness,1
http://dbpedia.org/resource/Character_(arts),13
http://dbpedia.org/resource/Interest_rate,1
http://dbpedia.org/resource/Climacteric_(botany),1
http://dbpedia.org/resource/Concealed_carry,1
http://dbpedia.org/resource/Esmeralda_(opera),1
