http://dbpedia.org/resource/Real_number,1
http://dbpedia.org/resource/Dzogchen,1
http://dbpedia.org/resource/Vow_of_obedience,1
http://dbpedia.org/resource/Gewandhaus,1
http://dbpedia.org/resource/Felt,1
http://dbpedia.org/resource/Ludwig_van_Beethoven,1
http://dbpedia.org/resource/Felix_Mendelssohn,1
http://dbpedia.org/resource/Piano_Concerto_(Schumann),1
http://dbpedia.org/resource/Concert,1
http://dbpedia.org/resource/Indium,1
http://dbpedia.org/resource/Art,1
http://dbpedia.org/resource/Conducting,1
http://dbpedia.org/resource/University_of_Oxford,1
http://dbpedia.org/resource/Madam,1
http://dbpedia.org/resource/B-flat_major,1
http://dbpedia.org/resource/Evening,1
http://dbpedia.org/resource/Font_hinting,1
http://dbpedia.org/resource/Robert_Schumann,1
http://dbpedia.org/resource/Musical_ensemble,1
http://dbpedia.org/resource/Play_(activity),1
http://dbpedia.org/resource/Atmosphere,1
http://dbpedia.org/resource/Real_number,1
http://dbpedia.org/resource/Dzogchen,1
http://dbpedia.org/resource/Vow_of_obedience,1
http://dbpedia.org/resource/Gewandhaus,1
http://dbpedia.org/resource/Felt,1
http://dbpedia.org/resource/Ludwig_van_Beethoven,1
http://dbpedia.org/resource/Felix_Mendelssohn,1
http://dbpedia.org/resource/Piano_Concerto_(Schumann),1
http://dbpedia.org/resource/Concert,1
http://dbpedia.org/resource/Indium,1
http://dbpedia.org/resource/Art,1
http://dbpedia.org/resource/Conducting,1
http://dbpedia.org/resource/University_of_Oxford,1
http://dbpedia.org/resource/Madam,1
http://dbpedia.org/resource/B-flat_major,1
http://dbpedia.org/resource/Evening,1
http://dbpedia.org/resource/Font_hinting,1
http://dbpedia.org/resource/Robert_Schumann,1
http://dbpedia.org/resource/Musical_ensemble,1
http://dbpedia.org/resource/Play_(activity),1
http://dbpedia.org/resource/Atmosphere,1
http://dbpedia.org/resource/Real_number,1
http://dbpedia.org/resource/Dzogchen,1
http://dbpedia.org/resource/Vow_of_obedience,1
http://dbpedia.org/resource/Gewandhaus,1
http://dbpedia.org/resource/Felt,1
http://dbpedia.org/resource/Ludwig_van_Beethoven,1
http://dbpedia.org/resource/Felix_Mendelssohn,1
http://dbpedia.org/resource/Piano_Concerto_(Schumann),1
http://dbpedia.org/resource/Concert,1
http://dbpedia.org/resource/Indium,1
http://dbpedia.org/resource/Art,1
http://dbpedia.org/resource/Conducting,1
http://dbpedia.org/resource/University_of_Oxford,1
http://dbpedia.org/resource/Madam,1
http://dbpedia.org/resource/B-flat_major,1
http://dbpedia.org/resource/Evening,1
http://dbpedia.org/resource/Font_hinting,1
http://dbpedia.org/resource/Robert_Schumann,1
http://dbpedia.org/resource/Musical_ensemble,1
http://dbpedia.org/resource/Play_(activity),1
http://dbpedia.org/resource/Atmosphere,1
"http://dbpedia.org/resource/Real_number",1
"http://dbpedia.org/resource/Dzogchen",1
"http://dbpedia.org/resource/Vow_of_obedience",1
"http://dbpedia.org/resource/Gewandhaus",1
"http://dbpedia.org/resource/Felt",1
"http://dbpedia.org/resource/Ludwig_van_Beethoven",1
"http://dbpedia.org/resource/Felix_Mendelssohn",1
"http://dbpedia.org/resource/Piano_Concerto_(Schumann)",1
"http://dbpedia.org/resource/Concert",1
"http://dbpedia.org/resource/Indium",1
"http://dbpedia.org/resource/Art",1
"http://dbpedia.org/resource/Conducting",1
"http://dbpedia.org/resource/University_of_Oxford",1
"http://dbpedia.org/resource/Madam",1
"http://dbpedia.org/resource/B-flat_major",1
"http://dbpedia.org/resource/Evening",1
"http://dbpedia.org/resource/Font_hinting",1
"http://dbpedia.org/resource/Robert_Schumann",1
"http://dbpedia.org/resource/Musical_ensemble",1
"http://dbpedia.org/resource/Play_(activity)",1
"http://dbpedia.org/resource/Atmosphere",1
